Customer ID,Recency,Frequency,Monetary,segment_cust
13295,360,1,201.20000000000002,Churned Customer
13296,138,1,87.4,Casual Customer
13297,24,4,2089.85,Casual Customer
13298,120,1,360.0,Casual Customer
13299,269,1,142.5,Churned Customer
13300,170,1,371.89,Churned Customer
13301,104,4,618.09,Casual Customer
13302,155,1,63.75,Casual Customer
13304,352,1,300.42,Churned Customer
13305,22,10,2000.86,Casual Customer
13307,32,1,15.0,Casual Customer
13308,23,3,1385.51,Casual Customer
13309,1,5,1456.79,Casual Customer
13310,28,3,1132.03,Casual Customer
13311,3,2,598.57,Casual Customer
13313,23,5,1555.32,Casual Customer
13314,74,3,775.94,Casual Customer
13316,80,4,5732.93,Casual Customer
13317,199,6,2273.68,Churned Customer
13318,119,3,640.76,Casual Customer
13319,18,26,10845.550000000001,Loyal VIP Customer (Power Users)
13320,66,4,1532.2,Casual Customer
13321,73,2,567.36,Casual Customer
13322,18,1,199.48000000000002,Casual Customer
13323,22,5,787.85,Casual Customer
13324,31,10,7121.95,Casual Customer
13325,82,1,675.3,Casual Customer
13327,113,8,3627.77,Casual Customer
13328,317,1,1308.48,Churned Customer
13329,121,2,789.0,Casual Customer
13330,123,3,1140.93,Casual Customer
13332,15,1,350.9,Casual Customer
13334,83,3,3502.32,Casual Customer
13336,78,1,795.12,Casual Customer
13338,217,1,487.02,Churned Customer
13339,201,1,860.12,Churned Customer
13340,46,7,10736.48,Casual Customer
13341,261,1,775.85,Churned Customer
13343,178,1,353.43,Churned Customer
13344,160,3,2511.69,Casual Customer
13345,288,1,389.5,Churned Customer
13347,71,1,341.36,Casual Customer
13348,182,1,233.76,Churned Customer
13349,11,1,247.32,Casual Customer
13350,17,2,979.12,Casual Customer
13351,244,1,373.94,Churned Customer
13352,61,1,397.97999999999996,Casual Customer
13354,72,1,743.53,Casual Customer
13355,93,1,674.7,Casual Customer
13356,81,1,768.24,Casual Customer
13357,258,1,609.4,Churned Customer
13358,269,1,439.03,Churned Customer
13359,153,1,439.56,Casual Customer
13362,10,4,3090.7400000000002,Casual Customer
13363,18,2,992.5,Casual Customer
13364,71,1,134.95999999999998,Casual Customer
13365,182,2,2225.37,Churned Customer
13366,51,1,56.160000000000004,Casual Customer
13368,192,2,623.4,Churned Customer
13369,454,1,308.28000000000003,Churned Customer
13370,638,1,754.87,Churned Customer
13372,31,1,378.64,Casual Customer
13373,61,3,3312.25,Casual Customer
13375,1,1,778.65,Casual Customer
13376,204,3,1019.76,Churned Customer
13379,27,3,572.56,Casual Customer
13381,31,6,3639.31,Casual Customer
13382,251,1,222.99,Churned Customer
13384,46,7,4151.93,Casual Customer
13385,330,1,534.57,Churned Customer
13388,132,2,677.1,Casual Customer
13389,12,3,797.96,Casual Customer
13390,75,1,544.08,Casual Customer
13391,204,1,59.8,Churned Customer
13394,33,8,2520.02,Casual Customer
13395,157,1,307.72,Churned Customer
13396,60,2,1360.99,Casual Customer
13397,73,5,1544.13,Casual Customer
13398,193,1,457.34,Churned Customer
13402,246,2,621.23,Churned Customer
13403,18,1,75.0,Casual Customer
13404,35,2,252.49,Casual Customer
13405,75,3,572.451,Casual Customer
13408,3,62,28117.04,Loyal VIP Customer (Power Users)
13410,25,5,1003.06,Casual Customer
13411,108,1,213.55,Casual Customer
13414,134,3,1390.5,Casual Customer
13416,44,2,712.5,Casual Customer
13417,206,2,640.83,Churned Customer
13418,12,18,6127.43,Loyal VIP Customer (Power Users)
13419,153,1,221.06,Casual Customer
13420,150,2,159.85,Casual Customer
13421,41,2,1833.71,Casual Customer
13422,183,1,2626.3,Churned Customer
13425,109,3,1624.21,Casual Customer
13426,11,10,3641.32,Casual Customer
13427,20,3,582.6,Casual Customer
13428,11,1,201.78,Casual Customer
13429,11,4,1006.8,Casual Customer
13430,19,2,679.45,Casual Customer
13431,1,2,1269.1,Casual Customer
13434,75,2,534.24,Casual Customer
13435,25,7,3809.8900000000003,Casual Customer
13436,120,1,196.89,Casual Customer
13437,15,7,3408.06,Casual Customer
13439,256,1,283.71,Churned Customer
13441,92,1,296.64,Casual Customer
13447,24,3,1129.14,Casual Customer
13448,17,6,3534.69,Casual Customer
13449,24,1,291.88,Casual Customer
13450,27,6,2043.7199999999998,Casual Customer
13451,4,5,2898.2599999999998,Casual Customer
13452,260,2,590.0,Churned Customer
13453,166,2,356.97999999999996,Churned Customer
13455,25,2,1058.34,Casual Customer
13456,18,6,1766.72,Casual Customer
13458,6,14,9646.57,Loyal VIP Customer (Power Users)
13460,50,2,183.44,Casual Customer
13461,139,3,1445.0,Casual Customer
13462,340,1,151.5,Churned Customer
13464,0,1,674.68,Casual Customer
13466,126,1,307.9,Casual Customer
13467,11,2,1071.91,Casual Customer
13468,0,37,5704.97,Loyal VIP Customer (Power Users)
13470,116,2,165.0,Casual Customer
13471,22,4,2501.84,Casual Customer
13473,39,2,422.64,Casual Customer
13474,237,1,226.84,Churned Customer
13475,188,4,1431.78,Churned Customer
13476,179,2,1238.47,Churned Customer
13477,5,6,1454.58,Casual Customer
13479,201,2,300.95,Churned Customer
13481,46,5,1804.56,Casual Customer
13482,233,1,184.64,Churned Customer
13483,214,1,140.34,Churned Customer
13484,6,1,313.8,Casual Customer
13485,234,1,454.24,Churned Customer
13486,79,3,1122.41,Casual Customer
13487,58,3,575.4,Casual Customer
13488,9,13,8968.31,Loyal VIP Customer (Power Users)
13489,106,4,449.52,Casual Customer
13491,39,10,1215.82,Casual Customer
13492,96,3,1269.84,Casual Customer
13493,98,2,618.63,Casual Customer
13494,342,1,316.26000000000005,Churned Customer
13495,233,5,2044.8700000000001,Churned Customer
13496,11,2,653.33,Casual Customer
13497,310,2,348.05,Churned Customer
13499,18,5,1159.11,Casual Customer
13500,24,3,1166.77,Casual Customer
13501,288,1,1340.32,Churned Customer
13502,17,3,292.0,Casual Customer
13503,72,1,216.85,Casual Customer
13504,183,1,295.93,Churned Customer
13505,73,4,4393.63,Casual Customer
13506,317,2,458.52,Churned Customer
13507,108,4,2479.16,Casual Customer
13508,67,1,110.97,Casual Customer
13509,37,7,979.72,Casual Customer
13510,46,4,1791.56,Casual Customer
13512,261,1,251.21,Churned Customer
13513,216,1,205.1,Churned Customer
13514,74,1,152.20000000000002,Casual Customer
13515,73,4,891.12,Casual Customer
13516,22,3,1389.41,Casual Customer
13517,30,3,2128.42,Casual Customer
13518,86,1,627.16,Casual Customer
13519,78,1,122.75,Casual Customer
13520,0,6,3624.35,Casual Customer
13521,11,3,1071.73,Casual Customer
13522,90,1,125.80000000000001,Casual Customer
13523,47,5,3964.88,Casual Customer
13524,41,5,680.1800000000001,Casual Customer
13525,15,2,628.78,Casual Customer
13527,31,7,2242.36,Casual Customer
13529,79,2,307.76,Casual Customer
13531,206,2,483.8,Churned Customer
13532,182,1,210.31,Churned Customer
13533,65,3,269.09,Casual Customer
13534,54,25,5870.08,Loyal VIP Customer (Power Users)
13536,10,7,3444.39,Casual Customer
13538,32,7,1280.85,Casual Customer
13539,86,3,631.34,Casual Customer
13544,40,2,276.06,Casual Customer
13546,13,3,621.09,Casual Customer
13548,67,2,678.16,Casual Customer
13549,3,7,918.2,Casual Customer
13551,320,1,91.80000000000001,Churned Customer
13552,87,12,3740.07,Casual Customer
13555,74,4,4098.88,Casual Customer
13557,29,2,584.06,Casual Customer
13558,24,4,594.52,Casual Customer
13560,301,1,171.42000000000002,Churned Customer
13561,127,1,141.85999999999999,Casual Customer
13562,82,3,1799.33,Casual Customer
13563,85,2,777.53,Casual Customer
13564,145,3,1724.67,Casual Customer
13565,20,2,240.22,Casual Customer
13566,41,2,856.84,Casual Customer
13568,174,1,187.05,Churned Customer
13569,18,2,338.62,Casual Customer
13570,67,1,239.49,Casual Customer
13571,13,12,2088.94,Casual Customer
13572,206,1,1384.25,Churned Customer
13573,51,2,290.25,Casual Customer
13575,0,5,732.0699999999999,Casual Customer
13576,11,18,6717.34,Loyal VIP Customer (Power Users)
13577,6,4,1687.6000000000001,Casual Customer
13579,15,2,467.04,Casual Customer
13581,283,1,118.0,Churned Customer
13583,156,1,781.03,Casual Customer
13584,191,1,142.4,Churned Customer
13587,153,1,712.4,Casual Customer
13588,16,9,2478.95,Casual Customer
13589,15,2,379.65,Casual Customer
13590,3,6,1981.92,Casual Customer
13591,183,3,1117.13,Churned Customer
13592,66,4,247.95999999999998,Casual Customer
13593,109,5,2011.88,Casual Customer
13594,53,1,396.97,Casual Customer
13596,13,2,664.11,Casual Customer
13598,48,1,160.04,Casual Customer
13599,6,21,5149.92,Loyal VIP Customer (Power Users)
13600,313,1,219.52,Churned Customer
13601,5,2,693.32,Casual Customer
13602,183,1,428.89,Churned Customer
13603,27,1,164.34,Casual Customer
13606,59,3,276.75,Casual Customer
13607,41,1,675.51,Casual Customer
13610,13,7,1082.33,Casual Customer
13611,31,3,1154.4,Casual Customer
13614,25,4,1585.46,Casual Customer
13615,319,1,417.69,Churned Customer
13617,4,3,544.18,Casual Customer
13618,174,1,177.34,Churned Customer
13621,117,1,213.85,Casual Customer
13623,90,5,727.74,Casual Customer
13626,340,1,257.23,Churned Customer
13627,30,5,1638.47,Casual Customer
13629,24,11,7792.36,Casual Customer
13630,76,7,2031.78,Casual Customer
13631,144,11,3070.42,Casual Customer
13632,25,5,2118.93,Casual Customer
13634,36,5,1547.3600000000001,Casual Customer
13635,275,1,1071.03,Churned Customer
13636,93,5,949.12,Casual Customer
13637,53,3,804.3,Casual Customer
13638,16,1,122.64,Casual Customer
13639,75,1,1033.34,Casual Customer
13642,127,1,312.28,Casual Customer
13643,121,3,519.44,Casual Customer
13644,17,4,2624.26,Casual Customer
13645,32,1,252.1,Casual Customer
13647,10,4,1648.1200000000001,Casual Customer
13649,257,2,346.6,Churned Customer
13650,1,6,1836.34,Casual Customer
13651,40,2,94.2,Casual Customer
13652,46,3,1095.08,Casual Customer
13654,36,6,2707.33,Casual Customer
13655,6,2,932.97,Casual Customer
13656,165,2,379.65,Churned Customer
13657,11,2,382.14,Casual Customer
13658,10,5,2639.17,Casual Customer
13659,206,2,1563.0,Churned Customer
13662,35,3,881.26,Casual Customer
13663,180,1,189.47,Churned Customer
13666,61,3,84.65,Casual Customer
13667,150,1,299.05,Casual Customer
13668,11,21,6309.83,Loyal VIP Customer (Power Users)
13669,51,2,218.55,Casual Customer
13670,76,1,349.7,Casual Customer
13672,38,2,186.39000000000001,Casual Customer
13673,19,2,387.44,Casual Customer
13675,33,2,486.82000000000005,Casual Customer
13678,33,1,232.6,Casual Customer
13680,40,4,3719.12,Casual Customer
13681,18,4,827.83,Casual Customer
13682,218,1,59.5,Churned Customer
13684,286,1,65.13,Churned Customer
13685,46,7,3119.44,Casual Customer
13686,65,1,72.0,Casual Customer
13689,153,1,910.0,Casual Customer
13690,30,1,172.25,Casual Customer
13692,25,3,1488.32,Casual Customer
13694,26,50,65039.62,Loyal VIP Customer (Power Users)
13695,2,15,2504.13,Loyal VIP Customer (Power Users)
13697,333,1,151.29999999999998,Churned Customer
13699,156,1,308.58000000000004,Churned Customer
13700,6,10,2248.63,Casual Customer
13703,319,1,99.5,Churned Customer
13704,0,9,2308.06,Casual Customer
13705,145,3,711.86,Casual Customer
13706,69,1,330.79,Casual Customer
13707,267,2,806.41,Churned Customer
13708,272,1,285.33,Churned Customer
13709,50,13,6307.650000000001,Casual Customer
13710,121,1,180.48,Casual Customer
13711,219,2,252.06,Churned Customer
13712,159,1,228.84,Churned Customer
13715,223,5,1077.39,Churned Customer
13716,270,1,138.28,Churned Customer
13717,57,6,1445.01,Casual Customer
13718,159,2,306.55,Churned Customer
13719,16,5,1041.68,Casual Customer
13720,117,4,799.9,Casual Customer
13721,274,1,524.14,Churned Customer
13722,132,3,2375.41,Casual Customer
13723,188,1,199.85000000000002,Churned Customer
13725,50,8,1980.56,Casual Customer
13726,101,2,1079.6599999999999,Casual Customer
13727,29,2,333.48,Casual Customer
13728,108,6,1016.14,Casual Customer
13730,136,2,752.6,Casual Customer
13731,159,2,610.59,Churned Customer
13732,29,1,491.86,Casual Customer
13735,25,4,2883.54,Casual Customer
13736,242,2,729.8,Churned Customer
13737,201,1,339.59999999999997,Churned Customer
13739,19,1,216.9,Casual Customer
13740,241,1,350.75,Churned Customer
13741,72,3,668.4300000000001,Casual Customer
13742,17,12,3107.87,Casual Customer
13743,1,7,1341.6,Casual Customer
13744,215,2,1080.52,Churned Customer
13745,163,1,300.04,Churned Customer
13747,697,1,79.6,Churned Customer
13748,159,5,948.25,Casual Customer
13750,54,5,1647.26,Casual Customer
13751,289,1,296.25,Churned Customer
13752,96,6,1175.38,Casual Customer
13753,288,1,741.26,Churned Customer
13754,33,2,282.59999999999997,Casual Customer
13755,10,9,2108.06,Casual Customer
13756,23,14,5189.52,Loyal VIP Customer (Power Users)
13758,12,7,3190.55,Casual Customer
13759,72,2,659.4100000000001,Casual Customer
13760,55,2,286.79,Casual Customer
13761,51,2,1070.65,Casual Customer
13762,219,1,306.72,Churned Customer
13763,153,1,1714.96,Casual Customer
13764,71,3,1519.42,Casual Customer
13767,26,37,17220.36,Loyal VIP Customer (Power Users)
13769,93,10,2796.51,Casual Customer
13771,183,4,2634.45,Churned Customer
13772,182,3,1122.63,Churned Customer
13774,82,1,345.0,Casual Customer
13777,25,33,25977.16,Loyal VIP Customer (Power Users)
13778,104,1,178.7,Casual Customer
13780,171,2,360.01,Churned Customer
13781,281,1,127.84,Churned Customer
13782,13,6,908.86,Casual Customer
13784,10,11,2462.79,Casual Customer
13786,516,1,230.39999999999998,Churned Customer
13787,76,2,309.04,Casual Customer
13790,212,1,348.8,Churned Customer
13791,169,2,1516.0,Churned Customer
13792,244,2,195.55,Churned Customer
13798,1,57,37153.85,Loyal VIP Customer (Power Users)
13799,117,2,688.86,Casual Customer
13800,283,1,558.32,Churned Customer
13801,244,1,324.8,Churned Customer
13802,139,3,4599.42,Casual Customer
13803,256,1,277.07,Churned Customer
13804,79,7,2588.39,Casual Customer
13805,53,2,924.6,Casual Customer
13806,153,1,256.38,Casual Customer
13807,516,1,112.6,Churned Customer
13808,47,5,1747.66,Casual Customer
13809,161,1,155.05,Churned Customer
13810,29,3,1499.01,Casual Customer
13811,95,3,814.5,Casual Customer
13812,43,3,539.0,Casual Customer
13813,31,4,1366.8600000000001,Casual Customer
13814,123,2,1579.12,Casual Customer
13815,23,4,4027.36,Casual Customer
13816,24,2,571.6700000000001,Casual Customer
13817,59,2,382.98,Casual Customer
13819,38,3,1140.35,Casual Customer
13821,145,2,385.64,Casual Customer
13822,41,2,632.0,Casual Customer
13823,19,2,957.66,Casual Customer
13824,6,5,1698.94,Casual Customer
13826,177,1,189.5,Churned Customer
13827,58,3,409.8,Casual Customer
13828,23,1,209.49,Casual Customer
13831,17,6,2198.45,Casual Customer
13832,20,1,52.199999999999996,Casual Customer
13833,278,1,383.85,Churned Customer
13835,26,4,834.57,Casual Customer
13837,5,2,266.59000000000003,Casual Customer
13838,118,4,674.82,Casual Customer
13841,340,1,85.0,Churned Customer
13842,0,9,3385.62,Casual Customer
13844,12,1,361.62,Casual Customer
13845,183,1,312.98,Churned Customer
13846,25,3,865.0600000000001,Casual Customer
13848,123,3,1255.0,Casual Customer
13849,52,2,1537.95,Casual Customer
13850,305,1,1595.48,Churned Customer
13851,215,3,2651.46,Churned Customer
13853,58,1,1090.14,Casual Customer
13854,1,25,8109.5199999999995,Loyal VIP Customer (Power Users)
13856,95,3,388.5,Casual Customer
13858,58,1,216.17,Casual Customer
13859,327,1,201.16,Churned Customer
13860,15,5,1245.9,Casual Customer
13862,19,8,2209.36,Casual Customer
13863,189,1,305.78,Churned Customer
13865,0,4,501.56,Casual Customer
13866,75,1,145.67000000000002,Casual Customer
13867,75,3,1005.09,Casual Customer
13868,301,2,3192.54,Churned Customer
13869,124,4,3083.65,Casual Customer
13870,41,8,2770.94,Casual Customer
13871,23,13,6403.25,Casual Customer
13873,2,3,389.6,Casual Customer
13874,358,1,540.45,Churned Customer
13875,38,5,1786.79,Casual Customer
13876,153,1,122.7,Casual Customer
13877,87,1,117.24,Casual Customer
13878,55,1,1271.57,Casual Customer
13880,22,13,3219.77,Casual Customer
13881,12,20,17159.52,Loyal VIP Customer (Power Users)
13882,12,5,1191.13,Casual Customer
13883,11,5,2674.48,Casual Customer
13884,31,5,787.6,Casual Customer
13885,201,2,506.8,Churned Customer
13886,72,1,243.56,Casual Customer
13887,204,1,349.55,Churned Customer
13888,2,2,595.67,Casual Customer
13889,123,1,416.90000000000003,Casual Customer
13890,23,10,1883.8100000000002,Casual Customer
13892,27,4,632.97,Casual Customer
13893,298,1,821.1,Churned Customer
13894,24,3,564.62,Casual Customer
13895,29,4,2593.07,Casual Customer
13897,51,1,311.16,Casual Customer
13898,326,1,155.93,Churned Customer
13899,17,2,388.52,Casual Customer
13900,94,3,740.95,Casual Customer
13901,73,5,2867.2,Casual Customer
13904,295,2,332.64,Churned Customer
13908,80,4,2369.55,Casual Customer
13911,58,9,2580.91,Casual Customer
13914,12,2,626.45,Casual Customer
13917,50,2,272.04,Casual Customer
13918,50,2,1212.8400000000001,Casual Customer
13919,30,2,384.81,Casual Customer
13922,352,1,172.25,Churned Customer
13923,54,1,351.13,Casual Customer
13924,18,6,1838.8500000000001,Casual Customer
13925,63,4,678.25,Casual Customer
13926,24,1,223.85000000000002,Casual Customer
13927,75,1,348.99,Casual Customer
13928,11,4,464.57,Casual Customer
13929,170,2,842.65,Churned Customer
13930,58,2,337.34,Casual Customer
13931,215,2,1237.53,Churned Customer
13932,295,1,307.4,Churned Customer
13933,110,2,608.7900000000001,Casual Customer
13934,264,1,922.1,Churned Customer
13936,180,1,376.58,Churned Customer
13937,170,1,158.85,Churned Customer
13938,243,1,71.66,Churned Customer
13939,24,3,568.55,Casual Customer
13940,18,4,839.14,Casual Customer
13941,22,5,5112.96,Casual Customer
13946,80,3,561.5699999999999,Casual Customer
13947,214,1,90.6,Churned Customer
13948,361,1,102.0,Churned Customer
13949,25,6,2427.32,Casual Customer
13950,12,4,745.06,Casual Customer
13951,177,3,674.45,Churned Customer
13952,188,2,3251.071,Churned Customer
13953,53,7,3515.68,Casual Customer
13954,71,2,439.92,Casual Customer
13955,125,2,322.96,Casual Customer
13956,55,5,1019.27,Casual Customer
13959,80,3,594.04,Casual Customer
13960,22,2,230.22,Casual Customer
13962,22,2,169.55,Casual Customer
13963,252,4,664.54,Churned Customer
13967,146,1,80.7,Casual Customer
13969,17,18,9024.17,Loyal VIP Customer (Power Users)
13971,19,8,2758.26,Casual Customer
13972,71,2,190.25,Casual Customer
13973,288,1,264.7,Churned Customer
13974,50,1,413.59000000000003,Casual Customer
13975,121,6,2461.2400000000002,Casual Customer
13976,207,1,357.98,Churned Customer
13978,15,2,196.79000000000002,Casual Customer
13979,74,1,869.87,Casual Customer
13980,61,1,200.14,Casual Customer
13982,40,4,1871.81,Casual Customer
13983,0,12,2603.43,Casual Customer
13984,27,5,920.51,Casual Customer
13985,0,15,7060.13,Loyal VIP Customer (Power Users)
13986,18,1,320.46,Casual Customer
13988,20,6,4147.96,Casual Customer
13989,214,2,1266.08,Churned Customer
13990,66,1,311.3,Casual Customer
13991,13,6,852.88,Casual Customer
13992,90,1,76.8,Casual Customer
13993,31,9,3466.36,Casual Customer
13994,40,6,2274.14,Casual Customer
13995,16,5,1393.69,Casual Customer
13999,11,12,3901.81,Casual Customer
14000,5,1,635.66,Casual Customer
14001,46,3,2043.0800000000002,Casual Customer
14002,135,2,529.73,Casual Customer
14004,44,7,4582.64,Casual Customer
14005,10,5,2874.72,Casual Customer
14006,6,3,962.19,Casual Customer
14009,199,2,695.61,Churned Customer
14012,160,1,328.8,Churned Customer
14013,98,3,473.02,Casual Customer
14014,78,1,505.18,Casual Customer
14015,53,1,917.34,Casual Customer
14016,208,4,4341.21,Churned Customer
14019,47,3,1421.61,Casual Customer
14020,1,2,642.8,Casual Customer
14021,5,3,631.9,Casual Customer
14022,226,1,440.0,Churned Customer
14023,281,2,584.07,Churned Customer
14024,63,2,327.7,Casual Customer
14027,61,1,104.82,Casual Customer
14029,145,2,467.66,Casual Customer
14030,19,8,2358.84,Casual Customer
14031,22,19,17286.86,Loyal VIP Customer (Power Users)
14032,6,11,2975.59,Casual Customer
14034,23,3,648.89,Casual Customer
14035,29,5,1428.02,Casual Customer
14036,285,1,626.65,Churned Customer
14037,177,2,147.20000000000002,Churned Customer
14038,79,3,1560.38,Casual Customer
14039,182,1,152.2,Churned Customer
14040,9,12,3560.32,Casual Customer
14041,267,1,141.41,Churned Customer
14044,27,4,646.42,Casual Customer
14045,110,4,1659.75,Casual Customer
14046,285,1,154.99,Churned Customer
14047,74,5,1308.6100000000001,Casual Customer
14048,161,1,409.93,Churned Customer
14049,17,4,5578.72,Casual Customer
14050,107,2,746.36,Casual Customer
14051,18,23,15610.390000000001,Loyal VIP Customer (Power Users)
14052,20,1,225.36,Casual Customer
14053,155,2,260.25,Casual Customer
14054,214,1,92.46,Churned Customer
14055,107,1,725.6400000000001,Casual Customer
14056,16,23,8152.71,Loyal VIP Customer (Power Users)
14057,24,17,6211.66,Loyal VIP Customer (Power Users)
14059,267,1,183.6,Churned Customer
14060,23,19,6140.42,Loyal VIP Customer (Power Users)
14062,10,12,10464.85,Loyal VIP Customer (Power Users)
14064,5,5,1334.34,Casual Customer
14066,267,1,152.55,Churned Customer
14067,153,2,374.7,Casual Customer
14068,321,1,265.85,Churned Customer
14071,20,8,1437.57,Casual Customer
14073,152,1,151.04,Casual Customer
14075,20,3,942.26,Casual Customer
14076,305,1,118.67,Churned Customer
14077,41,5,499.41999999999996,Casual Customer
14078,66,6,1049.37,Casual Customer
14079,155,1,375.1,Casual Customer
14080,152,1,45.599999999999994,Casual Customer
14081,69,2,921.62,Casual Customer
14082,424,1,182.25,Churned Customer
14083,37,9,1002.9,Casual Customer
14085,10,18,4421.29,Loyal VIP Customer (Power Users)
14087,151,1,191.47,Casual Customer
14088,11,13,50491.81,Loyal VIP Customer (Power Users)
14089,57,1,158.75,Casual Customer
14090,325,1,76.32000000000001,Churned Customer
14092,24,14,4076.91,Casual Customer
14093,13,1,433.86,Casual Customer
14096,12,17,65164.79,Loyal VIP Customer (Power Users)
14098,274,1,147.35,Churned Customer
14099,17,11,3104.17,Casual Customer
14100,138,1,191.95000000000002,Casual Customer
14101,74,6,5976.79,Casual Customer
14102,12,5,1105.8799999999999,Casual Customer
14104,125,2,216.20999999999998,Casual Customer
14105,239,1,1266.23,Churned Customer
14107,52,7,2703.23,Casual Customer
14108,90,2,597.91,Casual Customer
14109,73,1,144.2,Casual Customer
14110,1,12,5683.15,Casual Customer
14111,6,4,692.85,Casual Customer
14112,23,7,2915.15,Casual Customer
14113,23,4,1840.42,Casual Customer
14114,37,2,386.53,Casual Customer
14116,20,5,1382.74,Casual Customer
14117,144,1,90.0,Casual Customer
14121,11,4,2780.15,Casual Customer
14124,85,1,419.58000000000004,Casual Customer
14125,11,3,2720.63,Casual Customer
14126,11,3,706.1300000000001,Casual Customer
14127,93,3,709.71,Casual Customer
14128,61,2,637.5,Casual Customer
14129,18,5,1123.8600000000001,Casual Customer
14130,320,1,480.91,Churned Customer
14132,3,11,3586.0299999999997,Casual Customer
14133,305,3,605.64,Churned Customer
14135,39,15,4690.31,Loyal VIP Customer (Power Users)
14138,120,2,965.8800000000001,Casual Customer
14139,47,1,415.82,Casual Customer
14140,121,2,935.05,Casual Customer
14141,30,4,915.13,Casual Customer
14142,697,1,311.81,Churned Customer
14143,134,1,115.8,Casual Customer
14145,47,4,3742.2,Casual Customer
14146,82,5,4191.0,Casual Customer
14147,78,2,483.4,Casual Customer
14148,234,1,157.2,Churned Customer
14149,280,1,446.62,Churned Customer
14150,243,2,658.64,Churned Customer
14152,76,2,621.29,Casual Customer
14154,240,2,1345.62,Churned Customer
14155,267,1,118.75,Churned Customer
14156,0,55,117210.08,B2B Distributor
14157,20,2,424.89000000000004,Casual Customer
14158,41,1,507.66,Casual Customer
14159,20,11,4630.35,Casual Customer
14161,127,3,1097.6200000000001,Casual Customer
14162,174,2,289.36,Churned Customer
14163,64,4,2445.91,Casual Customer
14164,71,2,1631.77,Casual Customer
14165,98,1,120.44,Casual Customer
14167,9,4,562.59,Casual Customer
14171,304,1,363.79,Churned Customer
14173,11,4,450.84,Casual Customer
14174,182,1,134.46,Churned Customer
14175,30,3,3222.3,Casual Customer
14176,298,4,576.9000000000001,Churned Customer
14177,87,4,549.46,Casual Customer
14178,29,7,1600.26,Casual Customer
14179,41,2,701.57,Casual Customer
14180,11,25,4748.52,Loyal VIP Customer (Power Users)
14184,244,1,452.89,Churned Customer
14185,9,1,197.65,Casual Customer
14188,72,6,2054.36,Casual Customer
14189,17,15,4654.08,Loyal VIP Customer (Power Users)
14191,10,13,4684.76,Casual Customer
14193,270,2,853.39,Churned Customer
14194,19,21,11349.52,Loyal VIP Customer (Power Users)
14195,202,2,1012.0,Churned Customer
14196,107,1,335.52,Casual Customer
14198,19,4,701.4,Casual Customer
14199,219,1,185.39999999999998,Churned Customer
14201,61,7,747.44,Casual Customer
14204,151,1,150.61,Casual Customer
14205,17,2,466.7,Casual Customer
14206,240,1,328.15999999999997,Churned Customer
14208,184,1,151.74,Churned Customer
14209,11,6,2073.43,Casual Customer
14210,106,6,1905.8400000000001,Casual Customer
14211,54,9,2241.1,Casual Customer
14212,31,1,1070.48,Casual Customer
14214,51,5,1004.38,Casual Customer
14215,12,6,1789.72,Casual Customer
14216,17,4,1839.3,Casual Customer
14217,12,17,2004.98,Loyal VIP Customer (Power Users)
14218,43,1,169.48000000000002,Casual Customer
14219,212,1,89.94,Churned Customer
14220,189,2,632.4,Churned Customer
14221,43,9,3432.8,Casual Customer
14222,178,1,683.17,Churned Customer
14223,123,3,991.13,Casual Customer
14224,111,4,1009.73,Casual Customer
14226,29,5,2214.79,Casual Customer
14227,27,10,3350.96,Casual Customer
14229,52,3,1547.2,Casual Customer
14231,95,3,925.71,Casual Customer
14232,43,5,2048.07,Casual Customer
14233,5,4,1462.72,Casual Customer
14234,22,4,754.12,Casual Customer
14235,76,5,3144.86,Casual Customer
14236,81,2,490.86,Casual Customer
14237,697,1,161.0,Churned Customer
14238,327,1,146.85,Churned Customer
14239,44,11,2380.85,Casual Customer
14240,90,2,890.34,Casual Customer
14241,95,1,213.70000000000002,Casual Customer
14242,235,2,280.55,Churned Customer
14243,128,10,2588.77,Casual Customer
14245,249,2,1693.45,Churned Customer
14246,111,3,1474.06,Casual Customer
14247,190,1,136.76999999999998,Churned Customer
14248,319,1,302.58,Churned Customer
14250,31,3,1904.05,Casual Customer
14251,11,5,2879.7000000000003,Casual Customer
14256,261,2,969.0600000000001,Churned Customer
14257,124,5,3099.7200000000003,Casual Customer
14258,10,9,12669.98,Casual Customer
14259,142,1,120.0,Casual Customer
14261,51,2,1163.45,Casual Customer
14262,18,8,2618.23,Casual Customer
14264,125,2,333.97,Casual Customer
14265,110,2,530.18,Casual Customer
14267,163,3,1516.24,Churned Customer
14270,9,1,492.65000000000003,Casual Customer
14271,226,1,112.32,Churned Customer
14272,74,2,437.96,Casual Customer
14273,36,4,559.97,Casual Customer
14276,4,3,1119.74,Casual Customer
14277,16,3,4188.0,Casual Customer
14280,197,1,134.04,Churned Customer
14282,20,15,3701.44,Loyal VIP Customer (Power Users)
14284,87,2,595.25,Casual Customer
14285,22,4,1910.01,Casual Customer
14286,24,3,4628.75,Casual Customer
14287,199,3,176.63,Churned Customer
14288,66,1,426.6,Casual Customer
14289,6,6,911.26,Casual Customer
14290,12,5,2314.65,Casual Customer
14291,32,11,3883.25,Casual Customer
14292,1,9,4871.93,Casual Customer
14293,148,4,1046.56,Casual Customer
14295,41,1,166.20000000000002,Casual Customer
14297,18,4,1305.33,Casual Customer
